name,state,lat,lng,tier,rank,population_basis,center_type,anchor_city,country
Ottawa - West,Ontario,45.4215000,-75.9872000,metro_offset,4,derived,offset_ring,Ottawa,ca
Ottawa - Northeast,Ontario,45.5515000,-75.4872000,metro_offset,4,derived,offset_ring,Ottawa,ca
Ottawa - Northwest,Ontario,45.5515000,-75.9072000,metro_offset,4,derived,offset_ring,Ottawa,ca
Ottawa - Southeast,Ontario,45.2915000,-75.4872000,metro_offset,4,derived,offset_ring,Ottawa,ca
Ottawa - Southwest,Ontario,45.2915000,-75.9072000,metro_offset,4,derived,offset_ring,Ottawa,ca
Edmonton,Alberta,53.5461000,-113.4938000,metro,5,statscan_ca_2021_1010899,anchor_city,Edmonton,ca
Edmonton - East,Alberta,53.5461000,-113.2038000,metro_offset,5,derived,offset_ring,Edmonton,ca
Edmonton - North,Alberta,53.7261000,-113.4938000,metro_offset,5,derived,offset_ring,Edmonton,ca
Edmonton - South,Alberta,53.3661000,-113.4938000,metro_offset,5,derived,offset_ring,Edmonton,ca
Edmonton - West,Alberta,53.5461000,-113.7838000,metro_offset,5,derived,offset_ring,Edmonton,ca
Edmonton - Northeast,Alberta,53.6761000,-113.2838000,metro_offset,5,derived,offset_ring,Edmonton,ca
Edmonton - Northwest,Alberta,53.6761000,-113.7038000,metro_offset,5,derived,offset_ring,Edmonton,ca
Edmonton - Southeast,Alberta,53.4161000,-113.2838000,metro_offset,5,derived,offset_ring,Edmonton,ca
Edmonton - Southwest,Alberta,53.4161000,-113.7038000,metro_offset,5,derived,offset_ring,Edmonton,ca
Winnipeg,Manitoba,49.8954000,-97.1385000,metro,6,statscan_ca_2021_749607,anchor_city,Winnipeg,ca
Winnipeg - East,Manitoba,49.8954000,-96.8485000,metro_offset,6,derived,offset_ring,Winnipeg,ca
Winnipeg - North,Manitoba,50.0754000,-97.1385000,metro_offset,6,derived,offset_ring,Winnipeg,ca
Winnipeg - South,Manitoba,49.7154000,-97.1385000,metro_offset,6,derived,offset_ring,Winnipeg,ca
Winnipeg - West,Manitoba,49.8954000,-97.4285000,metro_offset,6,derived,offset_ring,Winnipeg,ca
Winnipeg - Northeast,Manitoba,50.0254000,-96.9285000,metro_offset,6,derived,offset_ring,Winnipeg,ca
Winnipeg - Northwest,Manitoba,50.0254000,-97.3485000,metro_offset,6,derived,offset_ring,Winnipeg,ca
Winnipeg - Southeast,Manitoba,49.7654000,-96.9285000,metro_offset,6,derived,offset_ring,Winnipeg,ca
Winnipeg - Southwest,Manitoba,49.7654000,-97.3485000,metro_offset,6,derived,offset_ring,Winnipeg,ca
Mississauga,Ontario,43.5890000,-79.6441000,metro,7,statscan_ca_2021_717961,anchor_city,Mississauga,ca
Mississauga - East,Ontario,43.5890000,-79.3541000,metro_offset,7,derived,offset_ring,Mississauga,ca
Mississauga - North,Ontario,43.7690000,-79.6441000,metro_offset,7,derived,offset_ring,Mississauga,ca
Mississauga - South,Ontario,43.4090000,-79.6441000,metro_offset,7,derived,offset_ring,Mississauga,ca
Mississauga - West,Ontario,43.5890000,-79.9341000,metro_offset,7,derived,offset_ring,Mississauga,ca
Mississauga - Northeast,Ontario,43.7190000,-79.4341000,metro_offset,7,derived,offset_ring,Mississauga,ca
Mississauga - Northwest,Ontario,43.7190000,-79.8541000,metro_offset,7,derived,offset_ring,Mississauga,ca
Mississauga - Southeast,Ontario,43.4590000,-79.4341000,metro_offset,7,derived,offset_ring,Mississauga,ca
Mississauga - Southwest,Ontario,43.4590000,-79.8541000,metro_offset,7,derived,offset_ring,Mississauga,ca
Vancouver,British Columbia,49.2827000,-123.1207000,metro,8,statscan_ca_2021_662248,anchor_city,Vancouver,ca
Vancouver - East,British Columbia,49.2827000,-122.8307000,metro_offset,8,derived,offset_ring,Vancouver,ca
Vancouver - North,British Columbia,49.4627000,-123.1207000,metro_offset,8,derived,offset_ring,Vancouver,ca
Vancouver - South,British Columbia,49.1027000,-123.1207000,metro_offset,8,derived,offset_ring,Vancouver,ca
Vancouver - West,British Columbia,49.2827000,-123.4107000,metro_offset,8,derived,offset_ring,Vancouver,ca
Vancouver - Northeast,British Columbia,49.4127000,-122.9107000,metro_offset,8,derived,offset_ring,Vancouver,ca
Vancouver - Northwest,British Columbia,49.4127000,-123.3307000,metro_offset,8,derived,offset_ring,Vancouver,ca
Vancouver - Southeast,British Columbia,49.1527000,-122.9107000,metro_offset,8,derived,offset_ring,Vancouver,ca
Vancouver - Southwest,British Columbia,49.1527000,-123.3307000,metro_offset,8,derived,offset_ring,Vancouver,ca
Brampton,Ontario,43.7315000,-79.7624000,metro,9,statscan_ca_2021_656480,anchor_city,Brampton,ca
Brampton - East,Ontario,43.7315000,-79.4724000,metro_offset,9,derived,offset_ring,Brampton,ca
Brampton - North,Ontario,43.9115000,-79.7624000,metro_offset,9,derived,offset_ring,Brampton,ca
Brampton - South,Ontario,43.5515000,-79.7624000,metro_offset,9,derived,offset_ring,Brampton,ca
Brampton - West,Ontario,43.7315000,-80.0524000,metro_offset,9,derived,offset_ring,Brampton,ca
Brampton - Northeast,Ontario,43.8615000,-79.5524000,metro_offset,9,derived,offset_ring,Brampton,ca
Brampton - Northwest,Ontario,43.8615000,-79.9724000,metro_offset,9,derived,offset_ring,Brampton,ca
Brampton - Southeast,Ontario,43.6015000,-79.5524000,metro_offset,9,derived,offset_ring,Brampton,ca
Brampton - Southwest,Ontario,43.6015000,-79.9724000,metro_offset,9,derived,offset_ring,Brampton,ca
Hamilton,Ontario,43.2557000,-79.8711000,metro,10,statscan_ca_2021_569353,anchor_city,Hamilton,ca
Hamilton - East,Ontario,43.2557000,-79.5811000,metro_offset,10,derived,offset_ring,Hamilton,ca
Hamilton - North,Ontario,43.4357000,-79.8711000,metro_offset,10,derived,offset_ring,Hamilton,ca
Hamilton - South,Ontario,43.0757000,-79.8711000,metro_offset,10,derived,offset_ring,Hamilton,ca
Hamilton - West,Ontario,43.2557000,-80.1611000,metro_offset,10,derived,offset_ring,Hamilton,ca
Hamilton - Northeast,Ontario,43.3857000,-79.6611000,metro_offset,10,derived,offset_ring,Hamilton,ca
Hamilton - Northwest,Ontario,43.3857000,-80.0811000,metro_offset,10,derived,offset_ring,Hamilton,ca
Hamilton - Southeast,Ontario,43.1257000,-79.6611000,metro_offset,10,derived,offset_ring,Hamilton,ca
Hamilton - Southwest,Ontario,43.1257000,-80.0811000,metro_offset,10,derived,offset_ring,Hamilton,ca
Surrey,British Columbia,49.1913000,-122.8490000,metro,11,statscan_ca_2021_568322,anchor_city,Surrey,ca
Surrey - East,British Columbia,49.1913000,-122.5590000,metro_offset,11,derived,offset_ring,Surrey,ca
Surrey - North,British Columbia,49.3713000,-122.8490000,metro_offset,11,derived,offset_ring,Surrey,ca
Surrey - South,British Columbia,49.0113000,-122.8490000,metro_offset,11,derived,offset_ring,Surrey,ca
Surrey - West,British Columbia,49.1913000,-123.1390000,metro_offset,11,derived,offset_ring,Surrey,ca
Surrey - Northeast,British Columbia,49.3213000,-122.6390000,metro_offset,11,derived,offset_ring,Surrey,ca
Surrey - Northwest,British Columbia,49.3213000,-123.0590000,metro_offset,11,derived,offset_ring,Surrey,ca
Surrey - Southeast,British Columbia,49.0613000,-122.6390000,metro_offset,11,derived,offset_ring,Surrey,ca
Surrey - Southwest,British Columbia,49.0613000,-123.0590000,metro_offset,11,derived,offset_ring,Surrey,ca
Quebec City,Quebec,46.8139000,-71.2082000,metro,12,statscan_ca_2021_549459,anchor_city,Quebec City,ca
Quebec City - East,Quebec,46.8139000,-70.9182000,metro_offset,12,derived,offset_ring,Quebec City,ca
Quebec City - North,Quebec,46.9939000,-71.2082000,metro_offset,12,derived,offset_ring,Quebec City,ca
Quebec City - South,Quebec,46.6339000,-71.2082000,metro_offset,12,derived,offset_ring,Quebec City,ca
Quebec City - West,Quebec,46.8139000,-71.4982000,metro_offset,12,derived,offset_ring,Quebec City,ca
Quebec City - Northeast,Quebec,46.9439000,-70.9982000,metro_offset,12,derived,offset_ring,Quebec City,ca
Quebec City - Northwest,Quebec,46.9439000,-71.4182000,metro_offset,12,derived,offset_ring,Quebec City,ca
Quebec City - Southeast,Quebec,46.6839000,-70.9982000,metro_offset,12,derived,offset_ring,Quebec City,ca
Quebec City - Southwest,Quebec,46.6839000,-71.4182000,metro_offset,12,derived,offset_ring,Quebec City,ca
Halifax,Nova Scotia,44.6488000,-63.5752000,regional_large,13,statscan_ca_2021_439819,anchor_city,Halifax,ca
Halifax - East,Nova Scotia,44.6488000,-63.2852000,regional_large_offset,13,derived,offset_ring,Halifax,ca
Halifax - North,Nova Scotia,44.8288000,-63.5752000,regional_large_offset,13,derived,offset_ring,Halifax,ca
Halifax - South,Nova Scotia,44.4688000,-63.5752000,regional_large_offset,13,derived,offset_ring,Halifax,ca
Halifax - West,Nova Scotia,44.6488000,-63.8652000,regional_large_offset,13,derived,offset_ring,Halifax,ca
Halifax - Northeast,Nova Scotia,44.7788000,-63.3652000,regional_large_offset,13,derived,offset_ring,Halifax,ca
Halifax - Northwest,Nova Scotia,44.7788000,-63.7852000,regional_large_offset,13,derived,offset_ring,Halifax,ca
Halifax - Southeast,Nova Scotia,44.5188000,-63.3652000,regional_large_offset,13,derived,offset_ring,Halifax,ca
Halifax - Southwest,Nova Scotia,44.5188000,-63.7852000,regional_large_offset,13,derived,offset_ring,Halifax,ca
Laval,Quebec,45.6066000,-73.7124000,regional_large,14,statscan_ca_2021_438366,anchor_city,Laval,ca
Laval - East,Quebec,45.6066000,-73.4224000,regional_large_offset,14,derived,offset_ring,Laval,ca
Laval - North,Quebec,45.7866000,-73.7124000,regional_large_offset,14,derived,offset_ring,Laval,ca
Laval - South,Quebec,45.4266000,-73.7124000,regional_large_offset,14,derived,offset_ring,Laval,ca
Laval - West,Quebec,45.6066000,-74.0024000,regional_large_offset,14,derived,offset_ring,Laval,ca
Laval - Northeast,Quebec,45.7366000,-73.5024000,regional_large_offset,14,derived,offset_ring,Laval,ca
Laval - Northwest,Quebec,45.7366000,-73.9224000,regional_large_offset,14,derived,offset_ring,Laval,ca
Laval - Southeast,Quebec,45.4766000,-73.5024000,regional_large_offset,14,derived,offset_ring,Laval,ca
Laval - Southwest,Quebec,45.4766000,-73.9224000,regional_large_offset,14,derived,offset_ring,Laval,ca
London,Ontario,42.9849000,-81.2453000,regional_large,15,statscan_ca_2021_422324,anchor_city,London,ca
London - East,Ontario,42.9849000,-80.9553000,regional_large_offset,15,derived,offset_ring,London,ca
London - North,Ontario,43.1649000,-81.2453000,regional_large_offset,15,derived,offset_ring,London,ca
London - South,Ontario,42.8049000,-81.2453000,regional_large_offset,15,derived,offset_ring,London,ca
London - West,Ontario,42.9849000,-81.5353000,regional_large_offset,15,derived,offset_ring,London,ca
London - Northeast,Ontario,43.1149000,-81.0353000,regional_large_offset,15,derived,offset_ring,London,ca
London - Northwest,Ontario,43.1149000,-81.4553000,regional_large_offset,15,derived,offset_ring,London,ca
London - Southeast,Ontario,42.8549000,-81.0353000,regional_large_offset,15,derived,offset_ring,London,ca
London - Southwest,Ontario,42.8549000,-81.4553000,regional_large_offset,15,derived,offset_ring,London,ca
Markham,Ontario,43.8864000,-79.2634000,regional_large,16,statscan_ca_2021_338503,anchor_city,Markham,ca
Markham - East,Ontario,43.8864000,-78.9734000,regional_large_offset,16,derived,offset_ring,Markham,ca
Markham - North,Ontario,44.0664000,-79.2634000,regional_large_offset,16,derived,offset_ring,Markham,ca
Markham - South,Ontario,43.7064000,-79.2634000,regional_large_offset,16,derived,offset_ring,Markham,ca
Markham - West,Ontario,43.8864000,-79.5534000,regional_large_offset,16,derived,offset_ring,Markham,ca
Markham - Northeast,Ontario,44.0164000,-79.0534000,regional_large_offset,16,derived,offset_ring,Markham,ca
Markham - Northwest,Ontario,44.0164000,-79.4734000,regional_large_offset,16,derived,offset_ring,Markham,ca
Markham - Southeast,Ontario,43.7564000,-79.0534000,regional_large_offset,16,derived,offset_ring,Markham,ca
Markham - Southwest,Ontario,43.7564000,-79.4734000,regional_large_offset,16,derived,offset_ring,Markham,ca
Vaughan,Ontario,43.8563000,-79.5087000,regional_large,17,statscan_ca_2021_323103,anchor_city,Vaughan,ca
Vaughan - East,Ontario,43.8563000,-79.2187000,regional_large_offset,17,derived,offset_ring,Vaughan,ca
Vaughan - North,Ontario,44.0363000,-79.5087000,regional_large_offset,17,derived,offset_ring,Vaughan,ca
Vaughan - South,Ontario,43.6763000,-79.5087000,regional_large_offset,17,derived,offset_ring,Vaughan,ca
Vaughan - West,Ontario,43.8563000,-79.7987000,regional_large_offset,17,derived,offset_ring,Vaughan,ca
Vaughan - Northeast,Ontario,43.9863000,-79.2987000,regional_large_offset,17,derived,offset_ring,Vaughan,ca
Vaughan - Northwest,Ontario,43.9863000,-79.7187000,regional_large_offset,17,derived,offset_ring,Vaughan,ca
Vaughan - Southeast,Ontario,43.7263000,-79.2987000,regional_large_offset,17,derived,offset_ring,Vaughan,ca
Vaughan - Southwest,Ontario,43.7263000,-79.7187000,regional_large_offset,17,derived,offset_ring,Vaughan,ca
Gatineau,Quebec,45.4765000,-75.7013000,regional_large,18,statscan_ca_2021_291041,anchor_city,Gatineau,ca
Gatineau - East,Quebec,45.4765000,-75.4113000,regional_large_offset,18,derived,offset_ring,Gatineau,ca
Gatineau - North,Quebec,45.6565000,-75.7013000,regional_large_offset,18,derived,offset_ring,Gatineau,ca
Gatineau - South,Quebec,45.2965000,-75.7013000,regional_large_offset,18,derived,offset_ring,Gatineau,ca
Gatineau - West,Quebec,45.4765000,-75.9913000,regional_large_offset,18,derived,offset_ring,Gatineau,ca
Gatineau - Northeast,Quebec,45.6065000,-75.4913000,regional_large_offset,18,derived,offset_ring,Gatineau,ca
Gatineau - Northwest,Quebec,45.6065000,-75.9113000,regional_large_offset,18,derived,offset_ring,Gatineau,ca
Gatineau - Southeast,Quebec,45.3465000,-75.4913000,regional_large_offset,18,derived,offset_ring,Gatineau,ca
Gatineau - Southwest,Quebec,45.3465000,-75.9113000,regional_large_offset,18,derived,offset_ring,Gatineau,ca
Saskatoon,Saskatchewan,52.1579000,-106.6702000,regional_large,19,statscan_ca_2021_266141,anchor_city,Saskatoon,ca
Saskatoon - East,Saskatchewan,52.1579000,-106.3802000,regional_large_offset,19,derived,offset_ring,Saskatoon,ca
Saskatoon - North,Saskatchewan,52.3379000,-106.6702000,regional_large_offset,19,derived,offset_ring,Saskatoon,ca
Saskatoon - South,Saskatchewan,51.9779000,-106.6702000,regional_large_offset,19,derived,offset_ring,Saskatoon,ca
Saskatoon - West,Saskatchewan,52.1579000,-106.9602000,regional_large_offset,19,derived,offset_ring,Saskatoon,ca
Saskatoon - Northeast,Saskatchewan,52.2879000,-106.4602000,regional_large_offset,19,derived,offset_ring,Saskatoon,ca
Saskatoon - Northwest,Saskatchewan,52.2879000,-106.8802000,regional_large_offset,19,derived,offset_ring,Saskatoon,ca
Saskatoon - Southeast,Saskatchewan,52.0279000,-106.4602000,regional_large_offset,19,derived,offset_ring,Saskatoon,ca
Saskatoon - Southwest,Saskatchewan,52.0279000,-106.8802000,regional_large_offset,19,derived,offset_ring,Saskatoon,ca
Kitchener,Ontario,43.4516000,-80.4925000,regional_large,20,statscan_ca_2021_256885,anchor_city,Kitchener,ca
Kitchener - East,Ontario,43.4516000,-80.2025000,regional_large_offset,20,derived,offset_ring,Kitchener,ca
Kitchener - North,Ontario,43.6316000,-80.4925000,regional_large_offset,20,derived,offset_ring,Kitchener,ca
Kitchener - South,Ontario,43.2716000,-80.4925000,regional_large_offset,20,derived,offset_ring,Kitchener,ca
Kitchener - West,Ontario,43.4516000,-80.7825000,regional_large_offset,20,derived,offset_ring,Kitchener,ca
Kitchener - Northeast,Ontario,43.5816000,-80.2825000,regional_large_offset,20,derived,offset_ring,Kitchener,ca
Kitchener - Northwest,Ontario,43.5816000,-80.7025000,regional_large_offset,20,derived,offset_ring,Kitchener,ca
Kitchener - Southeast,Ontario,43.3216000,-80.2825000,regional_large_offset,20,derived,offset_ring,Kitchener,ca
Kitchener - Southwest,Ontario,43.3216000,-80.7025000,regional_large_offset,20,derived,offset_ring,Kitchener,ca
Longueuil,Quebec,45.5312000,-73.5183000,regional_large,21,statscan_ca_2021_254483,anchor_city,Longueuil,ca
Longueuil - East,Quebec,45.5312000,-73.2283000,regional_large_offset,21,derived,offset_ring,Longueuil,ca
Longueuil - North,Quebec,45.7112000,-73.5183000,regional_large_offset,21,derived,offset_ring,Longueuil,ca
Longueuil - South,Quebec,45.3512000,-73.5183000,regional_large_offset,21,derived,offset_ring,Longueuil,ca
Longueuil - West,Quebec,45.5312000,-73.8083000,regional_large_offset,21,derived,offset_ring,Longueuil,ca
Longueuil - Northeast,Quebec,45.6612000,-73.3083000,regional_large_offset,21,derived,offset_ring,Longueuil,ca
Longueuil - Northwest,Quebec,45.6612000,-73.7283000,regional_large_offset,21,derived,offset_ring,Longueuil,ca
Longueuil - Southeast,Quebec,45.4012000,-73.3083000,regional_large_offset,21,derived,offset_ring,Longueuil,ca
Longueuil - Southwest,Quebec,45.4012000,-73.7283000,regional_large_offset,21,derived,offset_ring,Longueuil,ca
Burnaby,British Columbia,49.2488000,-122.9805000,regional_large,22,statscan_ca_2021_249125,anchor_city,Burnaby,ca
Burnaby - East,British Columbia,49.2488000,-122.6905000,regional_large_offset,22,derived,offset_ring,Burnaby,ca
Burnaby - North,British Columbia,49.4288000,-122.9805000,regional_large_offset,22,derived,offset_ring,Burnaby,ca
Burnaby - South,British Columbia,49.0688000,-122.9805000,regional_large_offset,22,derived,offset_ring,Burnaby,ca
Burnaby - West,British Columbia,49.2488000,-123.2705000,regional_large_offset,22,derived,offset_ring,Burnaby,ca
Burnaby - Northeast,British Columbia,49.3788000,-122.7705000,regional_large_offset,22,derived,offset_ring,Burnaby,ca
Burnaby - Northwest,British Columbia,49.3788000,-123.1905000,regional_large_offset,22,derived,offset_ring,Burnaby,ca
Burnaby - Southeast,British Columbia,49.1188000,-122.7705000,regional_large_offset,22,derived,offset_ring,Burnaby,ca
Burnaby - Southwest,British Columbia,49.1188000,-123.1905000,regional_large_offset,22,derived,offset_ring,Burnaby,ca
Windsor,Ontario,42.3149000,-83.0364000,regional_large,23,statscan_ca_2021_229660,anchor_city,Windsor,ca
Windsor - East,Ontario,42.3149000,-82.7464000,regional_large_offset,23,derived,offset_ring,Windsor,ca
Windsor - North,Ontario,42.4949000,-83.0364000,regional_large_offset,23,derived,offset_ring,Windsor,ca
Windsor - South,Ontario,42.1349000,-83.0364000,regional_large_offset,23,derived,offset_ring,Windsor,ca
Windsor - West,Ontario,42.3149000,-83.3264000,regional_large_offset,23,derived,offset_ring,Windsor,ca
Windsor - Northeast,Ontario,42.4449000,-82.8264000,regional_large_offset,23,derived,offset_ring,Windsor,ca
Windsor - Northwest,Ontario,42.4449000,-83.2464000,regional_large_offset,23,derived,offset_ring,Windsor,ca
Windsor - Southeast,Ontario,42.1849000,-82.8264000,regional_large_offset,23,derived,offset_ring,Windsor,ca
Windsor - Southwest,Ontario,42.1849000,-83.2464000,regional_large_offset,23,derived,offset_ring,Windsor,ca
Regina,Saskatchewan,50.4452000,-104.6189000,regional_large,24,statscan_ca_2021_226404,anchor_city,Regina,ca
Regina - East,Saskatchewan,50.4452000,-104.3289000,regional_large_offset,24,derived,offset_ring,Regina,ca
Regina - North,Saskatchewan,50.6252000,-104.6189000,regional_large_offset,24,derived,offset_ring,Regina,ca
Regina - South,Saskatchewan,50.2652000,-104.6189000,regional_large_offset,24,derived,offset_ring,Regina,ca
Regina - West,Saskatchewan,50.4452000,-104.9089000,regional_large_offset,24,derived,offset_ring,Regina,ca
Regina - Northeast,Saskatchewan,50.5752000,-104.4089000,regional_large_offset,24,derived,offset_ring,Regina,ca
Regina - Northwest,Saskatchewan,50.5752000,-104.8289000,regional_large_offset,24,derived,offset_ring,Regina,ca
Regina - Southeast,Saskatchewan,50.3152000,-104.4089000,regional_large_offset,24,derived,offset_ring,Regina,ca
Regina - Southwest,Saskatchewan,50.3152000,-104.8289000,regional_large_offset,24,derived,offset_ring,Regina,ca
Oakville,Ontario,43.4675000,-79.6877000,regional_large,25,statscan_ca_2021_213759,anchor_city,Oakville,ca
Oakville - East,Ontario,43.4675000,-79.3977000,regional_large_offset,25,derived,offset_ring,Oakville,ca
Oakville - North,Ontario,43.6475000,-79.6877000,regional_large_offset,25,derived,offset_ring,Oakville,ca
Oakville - South,Ontario,43.2875000,-79.6877000,regional_large_offset,25,derived,offset_ring,Oakville,ca
Oakville - West,Ontario,43.4675000,-79.9777000,regional_large_offset,25,derived,offset_ring,Oakville,ca
Oakville - Northeast,Ontario,43.5975000,-79.4777000,regional_large_offset,25,derived,offset_ring,Oakville,ca
Oakville - Northwest,Ontario,43.5975000,-79.8977000,regional_large_offset,25,derived,offset_ring,Oakville,ca
Oakville - Southeast,Ontario,43.3375000,-79.4777000,regional_large_offset,25,derived,offset_ring,Oakville,ca
Oakville - Southwest,Ontario,43.3375000,-79.8977000,regional_large_offset,25,derived,offset_ring,Oakville,ca
Richmond,British Columbia,49.1666000,-123.1336000,regional_large,26,statscan_ca_2021_209937,anchor_city,Richmond,ca
Richmond - East,British Columbia,49.1666000,-122.8436000,regional_large_offset,26,derived,offset_ring,Richmond,ca
Richmond - North,British Columbia,49.3466000,-123.1336000,regional_large_offset,26,derived,offset_ring,Richmond,ca
Richmond - South,British Columbia,48.9866000,-123.1336000,regional_large_offset,26,derived,offset_ring,Richmond,ca
Richmond - West,British Columbia,49.1666000,-123.4236000,regional_large_offset,26,derived,offset_ring,Richmond,ca
Richmond - Northeast,British Columbia,49.2966000,-122.9236000,regional_large_offset,26,derived,offset_ring,Richmond,ca
Richmond - Northwest,British Columbia,49.2966000,-123.3436000,regional_large_offset,26,derived,offset_ring,Richmond,ca
Richmond - Southeast,British Columbia,49.0366000,-122.9236000,regional_large_offset,26,derived,offset_ring,Richmond,ca
Richmond - Southwest,British Columbia,49.0366000,-123.3436000,regional_large_offset,26,derived,offset_ring,Richmond,ca
Richmond Hill,Ontario,43.8828000,-79.4403000,regional_large,27,statscan_ca_2021_202022,anchor_city,Richmond Hill,ca
Richmond Hill - East,Ontario,43.8828000,-79.1503000,regional_large_offset,27,derived,offset_ring,Richmond Hill,ca
Richmond Hill - North,Ontario,44.0628000,-79.4403000,regional_large_offset,27,derived,offset_ring,Richmond Hill,ca
Richmond Hill - South,Ontario,43.7028000,-79.4403000,regional_large_offset,27,derived,offset_ring,Richmond Hill,ca
Richmond Hill - West,Ontario,43.8828000,-79.7303000,regional_large_offset,27,derived,offset_ring,Richmond Hill,ca
Richmond Hill - Northeast,Ontario,44.0128000,-79.2303000,regional_large_offset,27,derived,offset_ring,Richmond Hill,ca
Richmond Hill - Northwest,Ontario,44.0128000,-79.6503000,regional_large_offset,27,derived,offset_ring,Richmond Hill,ca
Richmond Hill - Southeast,Ontario,43.7528000,-79.2303000,regional_large_offset,27,derived,offset_ring,Richmond Hill,ca
Richmond Hill - Southwest,Ontario,43.7528000,-79.6503000,regional_large_offset,27,derived,offset_ring,Richmond Hill,ca
Burlington,Ontario,43.3255000,-79.7990000,regional_large,28,statscan_ca_2021_186948,anchor_city,Burlington,ca
Burlington - East,Ontario,43.3255000,-79.5090000,regional_large_offset,28,derived,offset_ring,Burlington,ca
Burlington - North,Ontario,43.5055000,-79.7990000,regional_large_offset,28,derived,offset_ring,Burlington,ca
Burlington - South,Ontario,43.1455000,-79.7990000,regional_large_offset,28,derived,offset_ring,Burlington,ca
Burlington - West,Ontario,43.3255000,-80.0890000,regional_large_offset,28,derived,offset_ring,Burlington,ca
Burlington - Northeast,Ontario,43.4555000,-79.5890000,regional_large_offset,28,derived,offset_ring,Burlington,ca
Burlington - Northwest,Ontario,43.4555000,-80.0090000,regional_large_offset,28,derived,offset_ring,Burlington,ca
Burlington - Southeast,Ontario,43.1955000,-79.5890000,regional_large_offset,28,derived,offset_ring,Burlington,ca
Burlington - Southwest,Ontario,43.1955000,-80.0090000,regional_large_offset,28,derived,offset_ring,Burlington,ca
Oshawa,Ontario,43.8971000,-78.8658000,regional_large,29,statscan_ca_2021_175383,anchor_city,Oshawa,ca
Oshawa - East,Ontario,43.8971000,-78.5758000,regional_large_offset,29,derived,offset_ring,Oshawa,ca
Oshawa - North,Ontario,44.0771000,-78.8658000,regional_large_offset,29,derived,offset_ring,Oshawa,ca
Oshawa - South,Ontario,43.7171000,-78.8658000,regional_large_offset,29,derived,offset_ring,Oshawa,ca
